event_id,cause_type,region_origin,affected_nationality,affected_missing,affected_dead,region_incident,date_reported,meta_source_name,meta_source_reliability,geo_lat,geo_lon
14963,Drowning,MENA,,3,3,Mediterranean,13/12/2015,Greek Reporter,Partially Verified,36.175438221,29.589343178
14964,Drowning,MENA,,,1,Mediterranean,13/12/2015,Haberler,Partially Verified,39.446940931,26.480152825
14965,Drowning,MENA,"Iraq, Syria, Afghanistan",,4,Mediterranean,15/12/2015,"Hurriyet Daily News, Anatolu Agency",Partially Verified,36.964182588,27.431130154
15363,Drowning,Sub-Saharan Africa,,,4,Mediterranean,30/10/2015,AFP,Partially Verified,35.99133603,-5.916204975
15364,Drowning,MENA,,,1,Mediterranean,15/12/2015,Hellenic Coast Guard,Verified,36.93012969,27.001580669
15763,Drowning,Middle East/ South Asia,,,1,Mediterranean,13/12/2015,Hellenic Coast Guard,Verified,37.586014358,26.494619182
15764,Drowning,MENA,Iraq,,4,Mediterranean,17/12/2015,Hurriyet Daily News,Partially Verified,36.925738499,27.254266216
16163,Drowning,,,,4,Mediterranean,01/01/2016,Hellenic Coast Guard,Verified,37.579996033,26.491388149
16164,Drowning,,,,1,Mediterranean,03/01/2016,Hellenic Coast Guard,Verified,36.569439707,27.071107706
16165,Drowning,,,,1,Mediterranean,04/01/2016,Hellenic Coast Guard,Verified,36.569439707,27.071107706
16166,Drowning,MENA,"Iraq, Algeria and Syria (initial reports)",,36,Mediterranean,04/01/2016,Associated Press and IOM Ankara,Partially Verified,39.319046713,26.695395546
16563,Drowning,MENA,Syria,,1,Mediterranean,01/01/2016,IOM Athens and Migrant Report,Partially Verified,37.472904384,26.995575498
16565,Drowning,,,,1,Mediterranean,03/01/2016,Hellenic Coast Guard,Partially Verified,37.787452181,26.873468833
16566,Drowning,,,,1,Mediterranean,03/01/2016,Hellenic Coast Guard,Verified,37.579996033,26.491388149
16567,Drowning,,,,1,Mediterranean,07/01/2016,Hellenic Coast Guard,Verified,39.364775044,26.175034776
16568,Vehicle accident,MENA,Syria,,4,Middle East ,07/01/2016,Anadolu Agency,Partially Verified,40.214066791,26.458397076
16963,Vehicle accident,Middle East,Syria (mostly),,7,Middle East ,08/01/2016,Doğan News Agency,Partially Verified,39.649168919,27.886106884
16964,Drowning,South Asia,Afghanistan,,3,Mediterranean,10/01/2016,Doğan News Agency,Partially Verified,39.485741197,26.460474709
17363,Drowning,Horn of Africa,Somalia,8,1,Mediterranean,10/01/2016,IOM Rome and Reuters,Partially Verified,39.778145922,18.364975247
17364,Drowning,Mixed,,9,,South America,10/01/2016,Santa Fe (radio) and Noticias RCN,Partially Verified,8.682136436,-77.339354469
17763,Drowning,Horn of Africa,Ethiopia and Somalia,36,,Horn of Africa,07/01/2016,IOM Somalia,Partially Verified,12.096603352,49.90397449
18163,Drowning,,,,1,Mediterranean,04/01/2016,Hellenic Coast Guard,Verified,37.570265135,26.191389202
18564,Drowning,,,3,3,Mediterranean,13/01/2016,Reuters,Partially Verified,39.601108684,26.40471684
18565,Drowning,MENA,,,1,Mediterranean,14/01/2016,Hellenic Coast Guard,Verified,37.287778464,27.085276948
18566,Hypothermia,South Asia,India,,1,Europe,16/01/2016,The Barents Observer,Partially Verified,66.967198775,30.349048828
18963,Drowning,MENA,"Syria, Iraq",,3,Mediterranean,14/01/2016,Hellenic Coast Guard,Verified,37.483246537,27.167167488
18964,Drowning,MENA,,,4,Mediterranean,14/01/2016,Anadolu Agency,Partially Verified,39.499186838,26.489486215
18965,Drowning,MENA,,,6,Mediterranean,15/01/2016,Hellenic Coast Guard,Verified,37.732351392,27.04112764
18966,Drowning,MENA,,,1,Mediterranean,15/01/2016,Hellenic Coast Guard,Verified,37.692062934,26.938037152
19363,Drowning,MENA,,,1,Mediterranean,19/12/2015,Hellenic Coast Guard,Verified,37.576547919,26.482195663
19364,Drowning,MENA,,,2,Mediterranean,21/12/2015,Hurriyet Daily News,Partially Verified,38.325724779,26.289227405
19365,Drowning,MENA,,,20,Mediterranean,23/12/2015,"Euronews, Hurriyet Daily News",Partially Verified,39.08895696,26.781174962
19366,Drowning,MENA,,,2,Mediterranean,23/12/2015,Hellenic Coast Guard,Verified,37.566252175,26.50576929
19367,Drowning,MENA,Afghanistan,,1,Mediterranean,23/12/2015,IOM Greece,Verified,37.756131558,26.96045607
19368,Drowning,MENA,,,1,Mediterranean,24/12/2015,Hellenic Coast Guard,Verified,37.798057866,26.698629993
19371,Drowning,MENA,,,2,Mediterranean,18/12/2015,Hellenic Coast Guard,Verified,37.65914527,26.326265219
19763,Drowning,MENA,,,1,Mediterranean,20/12/2015,Hellenic Coast Guard,Verified,36.949997937,26.983329495
19765,Drowning,MENA,Syria,,11,Mediterranean,21/12/2015,Hurriyet Daily News,Partially Verified,37.810403925,27.261021947
19766,Drowning,,,,1,Mediterranean,22/12/2015,UNHCR,Verified,36.179660659,14.815938318
19767,Drowning,MENA,,,1,Mediterranean,22/12/2015,Hellenic Coast Guard,Verified,37.582172675,26.505121059
19768,,,,,2,Mediterranean,24/12/2015,Al Jazeera,Partially Verified,35.916529645,-5.37292578
19769,Drowning,MENA,,,1,Mediterranean,24/12/2015,Hellenic Coast Guard,Verified,37.757877244,27.028391498
19770,Shot,MENA,Palestine,,1,North Africa,26/12/2015,Al Jazeera,Partially Verified,31.309449667,34.222756215
19771,Drowning,MENA,,,4,Mediterranean,27/12/2015,Hellenic Coast Guard,Verified,37.551464457,26.507867492
19772,Drowning,MENA,,,2,Mediterranean,29/12/2015,"Hellenic Coast Guard, via IOM Athens",Verified,37.707325106,27.000324863
19773,Shot,Central America,,,3,Central America incl. Mexico,29/12/2015,24News,Partially Verified,20.692915918,-100.251252199
19774,Drowning,MENA,Iraq,,5,Mediterranean,15/12/2015,IOM Greece,Verified,39.19656652,26.575926945
19775,Drowning,MENA,Syria,,4,Mediterranean,17/12/2015,Hurriyet Daily News,Partially Verified,37.118979339,27.220141042
19776,Drowning,Middle East/ South Asia,,,18,Mediterranean,17/12/2015,"AFP, Reuters",Partially Verified,36.941322749,27.343616261
19778,,MENA,,,1,,,Hellenic Coast Guard,,38.329008092,26.145185545
20163,Hypothermia,MENA,,,2,Mediterranean,19/01/2016,"Xinhua, The Pappas Post",Partially Verified,39.206975366,26.5200159
20164,,Central America,Honduras,,1,Central America incl. Mexico,23/02/2015,Prensa Libre,Partially Verified,14.633328271,-92.133326846
20165,Vehicle accident,Sub-Saharan Africa,Zimbabwe,,14,Sub-Saharan Africa,19/01/2016,"UBAlert, Chronicle.co.zw",Verified,-24.167140855,29.020505851
20167,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,14/08/2015,La Jornada,Partially Verified,27.49988702,-99.512388544
20169,Vehicle accident,Central America & Mexico,Reported as unspecified nationals of Central America,,20,Central America incl. Mexico,18/08/2015,El Popular,Partially Verified,19.049996846,-98.199999003
20171,Train accident,Central America,Honduras,,1,Central America incl. Mexico,29/10/2015,Canal 6,Partially Verified,17.761518182,-92.596497745
20172,,Central America,Honduras,,1,Central America incl. Mexico,10/11/2015,RadioGrupo,Partially Verified,26.974509141,-112.782745961
20173,Plane stowaway,,,,1,Europe,09/01/2016,Daily Mail,Partially Verified,48.725277524,2.359435567
20563,Raped and murdered,Caribbean,Haiti,,1,Caribbean,02/03/2015,El Caribe,Partially Verified,19.611857487,-71.630729703
20565,Fell from train,Central America & Mexico,,,1,Central America incl. Mexico,23/07/2015,TV Azteca Jalisco,Partially Verified,20.056656517,-104.098026124
20566,Murdered,Central America & Mexico,,,1,Central America incl. Mexico,03/08/2015,Infonogales,Partially Verified,30.398079841,-111.534295745
20567,Unspecified deaths on 'La Bestia' train,Central America & Mexico,Honduras and Guatemala,,2,Central America incl. Mexico,22/09/2015,IOM,Partially Verified,19.049996846,-98.199999003
20568,Presumed shot,Central America & Mexico,Reported as unspecified nationals of Central America,,1,Central America incl. Mexico,23/09/2015,Quadratin,Partially Verified,20.491231781,-99.929310519
20569,Shot,Central America,,,1,Central America incl. Mexico,28/09/2015,"Omar Ojeda, Twitter",Partially Verified,18.801389406,-96.065667399
20570,,Central America,Mexican,,1,U.S./Mexico Border,06/11/2015,Informador.mx,Partially Verified,31.308619041,-110.94216629
20571,drowning,MENA,,,1,Mediterranean,18/01/2016,Hellenic Coast Guard,Verified,37.579996033,26.491388149
20963,"Unknown, plane stowaway",Sub-Saharan Africa,Mozambican,,1,Europe,18/06/2015,The Guardian,Partially Verified,51.471149861,-0.456486554
21363,Drowning,,,8,1,Mediterranean,17/01/2016,IOM Italy,Partially Verified,37.333327922,11.333326743
21364,Attacked by hippopotamus,Sub-Saharan Africa,Malawian,,1,Sub-Saharan Africa,30/12/2015,The Herald,Partially Verified,-22.216669238,29.999996802
21763,Drowning,MENA,,,8,Mediterranean,20/01/2016,Hellenic Coast Guard via IOM Greece,Verified,37.289218696,27.093853986
21764,Drowning,MENA,,9,35,Mediterranean,20/01/2016,Hellenic Coast Guard via IOM Greece,Partially Verified,37.062725614,27.101213575
21765,Drowning,MENA,Iraq,11,13,Mediterranean,20/01/2016,Today's Zaman,Partially Verified,38.728138346,26.678268767
21766,Drowning,Central America,,,1,U.S./Mexico Border,20/01/2016,Hoy Tamaulipas,Partially Verified,27.497100223,-99.527126638
22163,Drowning,MENA,,,6,Mediterranean,13/01/2016,Reuters,Partially Verified,38.128906844,26.832842008
22563,Drowning,,,,1,Mediterranean,22/01/2016,Hellenic Coast Guard via IOM Athens,Verified,37.786909531,26.902307945
22564,Drowning,Horn of Africa,Somalia,,1,Mediterranean,24/01/2016,IOM Rome,Partially Verified,35.959189642,13.615475624
22963,Drowning,,,,1,Mediterranean,23/01/2016,Hellenic Coast Guard via IOM Athens,Verified,39.381607033,26.34129954
23363,Vehicle accident,MENA,Morocco,,1,Europe,22/01/2016,Corriere Adriatico,Partially Verified,43.598157994,13.510076083
23763,Violent robbery,South Asia,Pakistan,,1,Europe,24/01/2016,"Greek Reporter, AFP",Partially Verified,41.143423368,22.731752078
24163,Drowning,Horn of Africa,Somalia,,1,Mediterranean,24/01/2016,IOM Italy,Verified,36.225401437,13.108107182
24164,Drowning,South East Asia,Indonesia,12,23,Southeast Asia,25/01/2016,SBS,Partially Verified,1.551297143,104.225999645
24563,Drowning,MENA,,16,5,Mediterranean,25/01/2016,Hurriyet Daily News,Partially Verified,37.3340511,27.270912739
24963,Drowning,MENA,,,7,Mediterranean,26/01/2016,Hellenic Coast Guard,Partially Verified,36.919307144,27.311360037
25363,Drowning,MENA,,,2,Mediterranean,23/01/2016,Hellenic Coast Guard,Verified,37.809648196,27.042479439
25364,Drowning,MENA,,,1,Mediterranean,23/01/2016,Hellenic Coast Guard,Verified,38.883327878,24.533328403
25763,Drowning,MENA,,,2,Mediterranean,24/01/2016,Hellenic Coast Guard,Verified,37.775897774,27.02523527
25764,Drowning,MENA,,,1,Mediterranean,25/01/2016,Hellenic Coast Guard,Verified,37.728947308,27.036031441
25765,Drowning,MENA,Kurdistan,13,28,Mediterranean,27/01/2016,IOM Greece,Verified,37.752874216,27.051093277
26563,Drowning,Sub-Saharan Africa,"Nigeria, others",64,6,Mediterranean,29/01/2016,IOM Italy,Verified,37.175925189,11.344313071
26963,Drowning,MENA,"Afghanistan, Iraq, Syria",,39,Mediterranean,29/01/2016,AFP and the Guardian,Partially Verified,39.473329422,26.425940587
26964,Drowning,MENA,,,9,Mediterranean,01/02/2016,Hurriyet Daily News,Partially Verified,38.141418706,26.807798213
26966,Drowning,MENA,Syrian,,1,Mediterranean,26/12/2015,Hellenic Coast Guard,Partially Verified,37.593054928,26.518853969
26967,Meningitis,MENA,Syrian,,1,Mediterranean,30/12/2015,IOM Greece,Verified,39.118440409,26.550396339
26968,Drowning,Central America,Guatemalan,,1,U.S./Mexico Border,20/06/2015,Contacto,Partially Verified,29.049679251,-100.68883913
26969,Hit by vehicle,Middle East,Syria,,1,Europe,14/10/2015,Calais Migrant Solidarity,Partially Verified,50.934847856,1.865253639
26970,Shot,Central America,,,1,Central America incl. Mexico,14/11/2015,Noticias Ver,Partially Verified,17.946139538,-94.21032461
26975,Mixed,South East Asia,,,243,Southeast Asia,30/03/2015,UNHCR,Partially Verified,9.999999423,94.999995841
27364,Drowning,MENA,Syria,,3,Mediterranean,30/01/2016,Hurriyet Daily News,Partially Verified,37.336622074,27.215380266
27366,Mixed. Migrants were stranded on boats,South East Asia,Rohingya,,60,Southeast Asia,29/06/2015,UNHCR,Verified,10.010818664,94.999995841
27369,Drowning,MENA,Morocco,,1,Europe,19/09/2015,Morocco World News,Partially Verified,50.964421653,1.839414978
27372,Vehicle accident,South America,Ecuador,,3,Central America incl. Mexico,08/10/2015,La Voz,Partially Verified,19.195437903,-96.14135241
27373,Drowning,Horn of Africa,Ethiopian,,1,Horn of Africa,16/11/2015,Society for Humanitarian Solidarity,Partially Verified,14.91363479,50.204119051
27374,Drowning,Central America,Salvadoran,,1,U.S./Mexico Border,20/11/2015,Diario 1,Partially Verified,26.043089252,-98.061832771
27375,,Central America,,,4,,,Noticiero de San Vicente,,23.999998593,-98.749998697
27379,Beating/shot by traffickers,South East Asia,Ethnic Rohingya,,3,Southeast Asia,01/01/2015,Phuket Wan - Tourism News,Partially Verified,8.111573894,98.448910568
27767,Mixed,South East Asia,Reported as unspecified nationals of Rohingya,,10,Southeast Asia,14/05/2015,BBC,Partially Verified,9.999999423,94.999995841
27768,Presumed drowning,South East Asia,Rohingya,130,,Southeast Asia,30/03/2015,Arakan Project,Verified,19.554608142,92.625167592
28166,Drowning,MENA,at least 4 Syrian,13,,Mediterranean,20/10/2015,Hellenic Coast Guard,Verified,37.835235401,26.951335047
28168,Drowning,Central America,Mexican,,3,U.S./Mexico Border,20/07/2015,Eagle Pass Business Journal,Partially Verified,28.711748182,-100.508494208
28170,Drowning,Central America,Mexican,,1,U.S./Mexico Border,28/10/2015,"Grupo Sieno, Twitter",Partially Verified,29.713205206,-104.55379119
28171,Drowning,Central America & Mexico,Honduras,,1,U.S./Mexico Border,16/11/2015,La Prensa,Partially Verified,26.074959621,-98.234578879
28566,Drowning,MENA,Syrian,3,2,Mediterranean,14/12/2015,Hurriyet Daily News,Partially Verified,36.191017806,29.626296142
28567,Drowning,Middle East/ South Asia,,,1,Mediterranean,18/12/2015,Hellenic Coast Guard via IOM Athens,Verified,38.376412975,26.213545788
28568,Drowning,Middle East/ South Asia,,1,13,Mediterranean,21/12/2015,Hellenic Coast Guard via IOM Athens,Verified,37.28476086,27.125851782
28569,Vehicle accident,Central America,,,4,Central America incl. Mexico,27/11/2015,Noticiero de San Vicente,Partially Verified,24.150458048,-98.629149088
28572,Drowning,Central America,Mexican,,1,U.S./Mexico Border,06/06/2015,La Prensa,Partially Verified,26.14443194,-98.331218262
28574,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,11/09/2015,Zocalo Saltillo,Partially Verified,28.70210937,-100.511717247
28576,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,21/10/2015,La Prensa,Partially Verified,29.889771445,-102.341597857
28977,Presumed drowning,Sub-Saharan Africa,Comoran,19,3,Sub-Saharan Africa,27/09/2015,AFP,Partially Verified,-12.654919258,44.720221592
29777,,Central America & Mexico,Honduras,,3,Central America incl. Mexico,01/01/2016,Tiempo,Partially Verified,29.351661665,-107.185544875
29778,"Exposure, Hypothermia",MENA,,,1,Europe,19/01/2016,UNHCR,Verified,43.144472842,23.000488281
29779,Hypothermia,MENA,Syria,,1,Middle East ,24/01/2016,Gulf News,Partially Verified,33.974996933,35.667495881
29780,Hypothermia,MENA,Syria,,3,Middle East,24/01/2016,Gulf News,Partially Verified,33.833327004,35.833328665
30177,"Exposure, hypothermia",MENA,,,1,Europe,22/01/2016,UNHCR,Verified,42.9035202,22.780761719
30178,Hypothermia,South Asia,Afghanistan,,2,Europe,06/02/2016,AFP and Sofia News Agency,Verified,41.979138311,27.524917593
30179,Landmine,South America,Peru,,1,South America,06/02/2016,Fox News,Partially Verified,-1.035485418,-74.286132813
30180,Drowning,MENA,,9,27,Mediterranean,07/02/2016,"The Guardian, BBC",Partially Verified,39.11524487,26.630858586
30181,"Hypothermia, Malnutrition",MENA,Syria,,1,Middle East ,07/02/2016,Hurriyet Daily News,Partially Verified,36.20654691,36.157218924
30182,"Exposure, hypothermia",South Asia,Afghanistan,,1,Middle East ,27/01/2016,Daily Sabah,Partially Verified,39.908606897,41.276936611
30183,Vehicle accident,South Asia,Afghanistan,,20,Middle East ,17/10/2015,Various media,Partially Verified,35.199293449,51.020506023
30577,Drowning,Sub-Saharan Africa,,,8,North Africa,01/02/2016,Canarias7,Partially Verified,25.82230759,-16.752327195
30977,Drowning,South Asia,Afghanistan,,1,Europe,09/02/2016,Prefecture of Calais,Partially Verified,50.968657933,1.843807254
31377,Exposure,South Asia,Afghanistan,,1,Mediterranean,16/02/2016,Greek Reporter,Partially Verified,38.377958324,26.137820529
31777,Drowning,Caribbean,Cuba,1,,Caribbean,16/02/2016,"Sun Sentinel, Miami Herald",Partially Verified,23.944785164,-81.904392964
32177,Presumed drowning,,,,2,Mediterranean,18/02/2016,Reuters,Partially Verified,36.416067583,12.108693728
32577,,Central America,,,1,U.S./Mexico Border,20/02/2016,CBS8,Partially Verified,32.544831893,-117.070559704
32977,Asphyxiation,Sub-Saharan Africa,,,5,Mediterranean,22/02/2016,IOM Italy,Partially Verified,36.619160985,11.586776964
33377,mixed,Central America & Mexico,,,11,U.S./Mexico Border,08/02/2016,Webb County Office of the Medical Examiner,Verified,27.666957195,-99.333646405
33777,Electrocution on railway,,,,1,Europe,11/02/2016,"Blog de veille sur les droits de l'Homme en Serbie, B92",Partially Verified,46.099998986,19.66666826
34178,Drowning,Central America,El Salvador,,1,U.S./Mexico Border,29/02/2016,La Prensa Grafica,Partially Verified,26.072133809,-98.244249315
34577,Drowning,,,,1,U.S./Mexico Border,10/03/2015,@Frankzocalo,Partially Verified,27.138634098,-99.436903161
34977,Drowning,Middle East/ South Asia,,,25,Mediterranean,05/03/2016,"AP, BBC",Partially Verified,37.336874033,27.183630718
35377,Respiratory problem,Middle East/ South Asia,,,1,Mediterranean,01/03/2016,IOM Greece,Verified,39.105849942,26.555989901
35777,Drowning,Sub-Saharan Africa,,,1,Mediterranean,01/01/2016,El Mundo,Partially Verified,35.916019898,-5.372550043
35778,Drowning,MENA,"Afghanistan, Iran",2,5,Mediterranean,09/03/2016,Hurriyet Daily News,Partially Verified,39.471198905,26.334488462
36178,Drowning,Central America & Mexico,Mexico,,1,U.S./Mexico Border,24/02/2016,Via Libre,Partially Verified,26.315149919,-98.743678676
36577,Fell from train,MENA,Egypt,,1,Europe,10/03/2016,Reuters,Partially Verified,48.111599481,11.727739244
36578,Drowning,MENA,,,3,Europe,13/03/2016,Reuters,Partially Verified,41.140847326,22.52927579
36977,Drowning,Sub-Saharan Africa,Maghreb,,1,Mediterranean,11/03/2016,Asociación Pro Derechos Humanos de Andalucía (APDHA),Partially Verified,35.278313817,-2.935604826
37377,,,,,,,,,,32.191256485,30.972890625
37777,Drowning,South Asia,Pakistan,8,,Mediterranean,13/03/2016,AFP,Partially Verified,36.886262534,27.386017132
38177,Drowning,Central America,Mexico,,1,U.S./Mexico Border,13/03/2016,La Voz de la Frontera,Partially Verified,32.705326601,-115.058576508
38577,Boat fire,Sub-Saharan Africa,,,4,Mediterranean,16/03/2016,Xinhua,Partially Verified,33.17343885,12.517787364
38579,Drowning,,"mostly from Sudan, Bangladesh",,49,Mediterranean,18/03/2016,AFP,Partially Verified,32.943464322,12.733533693
38580,Unknown (bodies recovered on boat),MENA,,,2,Mediterranean,19/03/2016,IOM Greece,Partially Verified,36.162034851,29.502498658
38581,Unknown (bodies recovered on boat),MENA,,,2,Mediterranean,19/03/2016,IOM Greece,Verified,39.350508911,26.356084433
38582,,,,4,,Mediterranean,20/03/2016,IOM Italy,Verified,35.409536778,12.596404471
38977,Drowning,Sub-Saharan Africa,,,3,Mediterranean,03/01/2016,Yabiladi,Partially Verified,35.870042146,-5.34323058
38978,Shot,Caribbean,Cuba,,1,Caribbean,20/01/2016,Avance 24 en Linea,Partially Verified,18.047600885,-68.206266501
39377,Unknown (bodies recovered on boat),Caribbean,Cuba,,9,Caribbean,18/03/2016,The Star,Partially Verified,25.966420693,-84.109410291
39378,,Central America,,,1,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,27.221708205,-97.78915846
39379,,Central America,,,1,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,27.298646878,-97.814999667
39778,Unknown (bodies found decomposed),MENA,,,2,Europe,22/03/2016,AFP,Partially Verified,41.98332779,27.533329189
40177,Lung infection,Horn of Africa,Somalia,,1,Mediterranean,20/03/2016,La Nuova,Partially Verified,39.220193703,9.112145016
40577,Drowning,,,,2,Mediterranean,18/03/2016,IOM Italy,Verified,35.91243732,14.933377541
40977,Drowning,Mixed,,86,4,Mediterranean,29/03/2016,"Reuters, IOM Italy",Verified,32.816289105,12.494282727
40978,Hit by Vehicle,South Asia,Syria,,1,Europe,30/03/2016,La Informacion,Verified,50.934847842,1.865339618
41378,Drowning,Sub-Saharan Africa,likely Comoros,,3,Sub-Saharan Africa,01/03/2016,L'Info,Verified,-12.614371491,45.003259626
41379,Train accident,Central America,Honduras,,1,Central America incl. Mexico,13/03/2016,Desaparecidos y sin reclamar en la frontera,Verified,16.713745659,-92.988039501
42177,Fell from train,Central America & Mexico,,,1,Central America incl. Mexico,13/12/2015,SDP Noticias,Partially Verified,19.704967725,-98.834546194
42178,Hit by vehicle,,,,1,Europe,14/07/2015,Hu Lala,Partially Verified,46.186966386,19.991362215
42179,Drowning,Mixed,,84,,Mediterranean,27/03/2016,IOM,Verified,32.224998863,16.600495708
42180,Truck crash (was clinging to bottom of truck),Middle East,Unknown (Kurdish),,1,Europe,31/03/2016,The Guardian,Partially Verified,51.833327222,-1.24999564
42577,,Central America,El Salvador,,4,Central America incl. Mexico,30/03/2016,La Pagina,Partially Verified,15.319719862,-91.470828135
43377,Drowning,Central America,,,1,U.S./Mexico Border,07/03/2016,Valley Central,Partially Verified,26.079429921,-98.252187392
43777,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,25/03/2016,Valley Central,Partially Verified,26.091203589,-98.266379382
44177,Drowning,Central America,Guatemala,,1,U.S./Mexico Border,04/04/2016,Expreso.press,Partially Verified,27.475847939,-99.482280103
44577,Drowning,Central America & Mexico,Salvadoran,,1,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.480021594,-99.479407705
44578,Drowning,,Reported as unspecified nationals of Africa,,9,Mediterranean,30/03/2016,IOM Italy,Partially Verified,31.554531908,30.655095701
44580,Drowning,Horn of Africa,,,20,Horn of Africa,28/02/2016,UNHCR,Verified,12.92413692,43.174946721
44581,Drowning,Horn of Africa,,,4,Horn of Africa,29/02/2016,UNHCR,Verified,12.699168712,43.361714299
44582,Hit by vehicle,Central America & Mexico,,,1,Central America incl. Mexico,19/04/2015,AM León (Mexico),Partially Verified,20.538573056,-101.455532497
44583,Drowning,Central America & Mexico,Mexican,,1,U.S./Mexico Border,20/10/2015,Zocalo Saltillo,Partially Verified,27.491290709,-99.490222372
44584,drowning,Central America,Mexican,,1,U.S./Mexico Border,28/07/2015,La Jornada,Partially Verified,27.463701423,-99.485927907
44585,Drowning,Central America,Mexican,,1,U.S./Mexico Border,13/08/2015,El Manana,Partially Verified,31.319359494,-110.309893465
44586,drowning,Central America,Mexican,,2,U.S./Mexico Border,27/11/2015,Codigo San Luis,Partially Verified,26.10474817,-98.28880787
44587,Mixed,Central America & Mexico,Mixed,,145,U.S./Mexico Border,30/12/2015,County sheriffs and medical examiners,Verified,31.250439204,-99.250606274
44588,Mixed,Central America & Mexico,Mixed,,139,U.S./Mexico Border,30/12/2015,Pima County Office of the Medical Examiner,Verified,34.500298319,-111.500976202
44589,Mixed,Central America & Mexico,Mixed,,10,U.S./Mexico Border,30/12/2015,Imperial County sheriff,Verified,33.03337899,-115.41747816
44978,drowning,Central America,Salvadoran,,1,U.S./Mexico Border,17/10/2015,La Jornada,Partially Verified,27.469108507,-99.483181325
44979,drowning,South America,Ecuadorian,,1,U.S./Mexico Border,19/11/2015,@HS_Barboza,Partially Verified,29.337391461,-100.941227488
44980,drowning,Central America,Honduras,,1,U.S./Mexico Border,23/12/2015,Noticias de Honduras,Partially Verified,27.499946596,-99.500519124
45377,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,18/02/2016,La Tarde,Partially Verified,26.403919274,-99.018966829
45378,Drowning,Central America & Mexico,,,1,U.S./Mexico Border,19/03/2016,KrisTV,Partially Verified,26.175265229,-98.363961527
45777,,Central America,,,1,U.S./Mexico Border,26/03/2016,La Tarde,Partially Verified,27.19879237,-98.141773542
45778,Hypothermia,Central America & Mexico,Mexico,,1,U.S./Mexico Border,28/01/2016,Radio Zocalo,Partially Verified,28.721432617,-100.50769881
46178,Drowning,,,4,5,Mediterranean,08/04/2016,"Reuters, Hellenic Coast Guard",Partially Verified,37.817993811,26.773688492
46577,Hit by truck,South Asia,Afghan,,1,Europe,13/10/2015,Daily Mail,Verified,51.299076,0.516879735
46578,Drowning,,,,1,U.S./Mexico Border,06/04/2016,MiMorelia,Partially Verified,31.744397185,-106.488351664
46977,Hit by train,Central America,Honduras,,1,Central America incl. Mexico,12/03/2016,Twitter and Chanel 6,Partially Verified,19.413326104,-98.143578509
47377,Drowning,,,,3,Mediterranean,10/04/2016,EcoDiario.es,Partially Verified,33.27756771,11.353024319
47777,Fell from train,Central America,Honduras,,1,Central America incl. Mexico,10/01/2016,NOAT Agencia de Noticias,Partially Verified,18.125803389,-94.490658264
47778,Hit by train,Central America,Honduras,,1,Central America incl. Mexico,08/04/2016,El Informante de Veracruz,Partially Verified,18.832330275,-97.129318572
47779,Drowning,,,,4,Mediterranean,11/04/2016,"IOM Tunisia, Espace Manager",Partially Verified,33.198661346,11.487579282
48178,Car accident,Central America,Mexico,,1,U.S./Mexico Border,08/04/2016,El Bravo,Partially Verified,32.725318327,-114.624396536
48577,Shot,Central America,Guatemala,,1,Central America incl. Mexico,08/04/2016,Prensa Libre,Partially Verified,14.780417625,-91.27819372
48978,Hit by vehicle,Central America & Mexico,Honduras,,1,Central America incl. Mexico,08/01/2016,"@RubenFigueroaDH, Twitter",Partially Verified,17.266665595,-90.999998915
48979,Unknown (found dead near train tracks),Central America,,,1,Central America incl. Mexico,18/03/2016,Telediario,Partially Verified,21.065340735,-101.633438082
49377,Drowning,MENA,Syria,,1,Mediterranean,14/04/2016,Daily Star,Partially Verified,38.454841923,27.058538856
49777,Hit by vehicle,Central America & Mexico,Mexico,,1,U.S./Mexico Border,18/03/2016,"South Austin Patch, Guanajuato Informa",Partially Verified,30.252104955,-97.735872202
50577,"AH1N1 influenza virus, while stuck at border",Caribbean,Cuba,,1,Central America incl. Mexico,03/01/2016,AFP,Partially Verified,9.370277058,-82.911373953
50978,Drowning,Central America & Mexico,El Salvador,,1,Central America incl. Mexico,13/10/2015,102Nueve,Partially Verified,26.102091272,-98.304258976
51377,Hit by train,Central America,,,1,Central America incl. Mexico,09/09/2015,LMTenEspañol,Partially Verified,27.461665008,-99.691483293
51778,Drowning,Mixed,,24,8,Mediterranean,16/04/2016,IOM Rome,Partially Verified,35.576848369,12.814945493
51779,Drowning,,"Egypt (est.80), Ethiopia (est.150), Somalia (est.190), Sudan, Syria",459,,Mediterranean,08/04/2016,"IOM Greece, Reuters",Partially Verified,32.635775981,25.596869224
52177,Unknown (found dead near train tracks),Central America & Mexico,Honduras,,1,Central America incl. Mexico,13/02/2016,Central Noticias,Partially Verified,17.997936203,-94.635419816
52179,Unknown (found dead near train tracks),Central America,,,1,Central America incl. Mexico,20/03/2016,TV Noticias La Pacoyan,Partially Verified,19.045816716,-96.421135855
