OBJECTID,Reported Date,Information Reliability,Region of Incident,Number Dead,Number Missing,Nationalities,Region of Origin,Migrant route,Location Description,Number of Female,Number of Male,Number of Children,Age Range,Information Source,URL,Comments,Has the record been reviewed for quality and ready for public view,Cause of death,Number of survivors,x,y,
141777,"January 13, 2017",Verified,Mediterranean,8,6,Unknown (5 reported as nationals from Sub-Saharan Africa and 1 from Morocco),Mixed,Western Med,"Bodies found on the coast of Algeciras and Tarifa, Spain",6,,,"UNHCR, El Confidencial",http://bit.ly/2jg0UHY  http://bit.ly/2iCKs5G http://bit.ly/2ix1DY0,A child was later found,,,Drowning,,During migration,-604944.157810515,4307419.11235368
141778,"January 13, 2017",Partially Verified,Mediterranean,1,,Reported as unspecified nationals of Sub-Saharan Africa,Sub-Saharan Africa,Western Med,"Body recovered 35 nautical miles east of Ceuta, Spain",,,,EFE,http://bit.ly/2jPBVdF,,,,Hypothermia,7,During migration,-590296.429966391,4287680.14092515
141779,"January 12, 2017",Partially Verified,Mediterranean,3,,Unknown,Unknown,Central Med,Unspecified location in the Central Mediterranean,,,,"IOM Rome, UNHCR",http://bit.ly/2iqPUdA,Body taken to Lampedusa,,,Hypothermia,,During migration,1804182.70661903,4310307.86039694
142177,"January 13, 2017",Partially Verified,Europe,1,,Unknown,Unknown,,"Near Evros River, Feres, Greece",1,,30,CNN,http://bit.ly/2iH705B,,,,Hypothermia,,During migration,2914265.07739535,4994068.09012489
142577,"January 13, 2017",Partially Verified,Mediterranean,4,172,Unknown,Mixed,Central Med,30-40 nautical miles off the coast of Lybia,,,,IOM Italy,,Taken to Trapani,,,Drowning,,During migration,1373447.22227374,4053321.95412517
143378,"January 1, 2017",Verified,Mediterranean,1,,Unknown,Unknown,Central Med,"Body recovered from shores near Tajoura, Libya",,,,IOM Libya,,,,,Presumed drowning,,During migration,1483922.58716445,3881701.65304652
143379,"January 9, 2017",Verified,Mediterranean,1,,Unknown,Unknown,Central Med,"Body recovered from shores near Sabratha, Libya",,,,IOM Libya,,,,,Presumed drowning,,During migration,1390544.91967634,3869878.51557971
143380,"January 12, 2017",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America & Mexico,,"Rio Bravo, Puente Internacional Los Tomates, Matamoros, Tamaulipas, Mexico",1,,55,Hoy Tamaulipas,http://bit.ly/2jFdekL,,,,Drowning,,During migration,-10850915.3726066,2984781.74320385
143381,"January 13, 2017",Verified,Mediterranean,1,,Democratic Republic of the Congo,Sub-Saharan Africa,,"Off Nador, Morocco",,,36,IOM Morocco,https://www.youtube.com/watch?v=-ezfaGaFsQE,,,,Unknown,2,During migration,-324361.789508668,4187578.8077156
143382,"January 13, 2017",Verified,Mediterranean,,3,Unknown,Unknown,,"Off Nador, Morocco",2,,,IOM Morroco,,,,,Drowning,,During migration,-324835.985826521,4187633.65126528
143383,"January 14, 2017",Verified,Mediterranean,1,,Unknown,Unknown,Eastern Med,"Body found on Klima Beach, Samos, Greece",1,,,"IOM Greece, Samiakovima",http://bit.ly/2jYqqQY,,,,Unknown,,During migration,3010471.54635765,4538199.65168935
143777,"January 2, 2017",Partially Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to the USA,"Río Grande, Hidalgo, Texas, USA",1,,30-40,Facebook Desaparecidos y sin reclamar en la frontera,http://bit.ly/2jCHq2f,,,,Unknown (skeletal remains),,During migration,-10939286.2089971,3010647.99086021
143778,"January 7, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Brooks County, Texas, USA",,,,Brooks County Sheriff's Office,,Body taken to the Webb County Medical Examiner,,,Unknown,,During migration,-10930908.861608,3132094.99693167
143779,"January 8, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Brooks County, Texas, USA",,,,Brooks County Sheriff's Office,,,,,Unknown,,During migration,-10933545.7835683,3126873.1812599
143780,"January 13, 2017",Partially Verified,U.S./Mexico Border,1,,El Salvador,Central America & Mexico,,"Rio Bravo, Ejido El Guerreño, Reynosa, Tamaulipas, Mexico",1,,45,La Tarde,http://sumo.ly/ut2s,,,,Drowning,,During migration,-10933245.8461135,3007797.0578151
143781,"January 16, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Unknown,,"Rio Grande, El progreso, Nuevo Laredo, Tamaulipas, Mexico",,,,Lider web,http://bit.ly/2jwRgmIhttp://bit.ly/2jQwDls,,,,Presumed drowning,,During migration,-11086858.8098907,3187764.20410613
144177,"January 18, 2017",Partially Verified,U.S./Mexico Border,1,,El Salvador,Central America & Mexico,US to Mexico,"Rio Grande near Col del Rio, Reynosa, Tamaulipas, Mexico",1,,40,Horacero and El Salvador Times,http://bit.ly/2jTe6lQ http://bit.ly/2koItA9 http://bit.ly/2jiEofO,,,,Drowning,,During migration,-10938894.8012072,3009925.06395748
145547,"January 20, 2017",Partially Verified,Europe,1,,Ethiopia,Horn of Africa,,"Motorway leading to port, Calais, France",1,,20,The Telegraph,http://bit.ly/2jIiapl,,,,Hit by truck,,During migration,213331.539146457,6608117.53524352
145946,"January 10, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Midway Road, Rio Grande City, Starr County, Texas, USA",1,,,Facebook Desaparecidos y sin reclamar en la frontera,http://bit.ly/2jomRE8,,,,Unknown,,During migration,-10998843.8964213,3045864.20962669
146346,"January 23, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Río Bravo, Fraccionamiento Arboledas, Matamoros, Tamaulipas, Mexico",1,,,Reporte Tamaulipas via Facebook and Contacto,http://bit.ly/2jwVvvB https://goo.gl/n024Qm,,,,Presumed drowning,,During migration,-10850654.7509695,2983181.75543646
146347,"January 20, 2017",Verified,Mediterranean,5,,Unknown,Unknown,Central Med,Off the coast of Sabratha Libya,,,,IOM Libya,,,,,Presumed drowning,,During migration,1389704.11231911,3873867.38293078
146348,"January 20, 2017",Verified,Mediterranean,1,,Unknown,Unknown,,"Off the coast of Tripoli, Libya",,,,IOM Lybia,,,,,Presumed drowning,,During migration,1462199.01355395,3888950.31011174
146746,"January 23, 2017",Verified,Caribbean,17,51,Haiti,Caribbean,,Off the shores of Turks and Caicos Islands,8,,,AP,http://bit.ly/2kEWJ8G,Latest report 17 death,,,Presumed drowning,1,During migration,-7964059.27526011,2481727.22305407
146747,"January 24, 2017",Verified,Southeast Asia,2,,Indonesia,South East Asia,,"Off shores near Mersing, southern Johor state, Malaysia",,,,AFP,http://bit.ly/2jR3LYg,,,,Drowning,,During migration,11560459.9473989,271192.33708659
146748,"January 23, 2017",Partially Verified,Southeast Asia,4,,Indonesia,South East Asia,,"Off shores of southern Johor state, Malaysia",2,,,AFP,http://bit.ly/2jR3LYg,,,,Drowning,,During migration,11596117.6421596,208751.650340836
146749,"January 22, 2017",Partially Verified,Southeast Asia,10,7,Indonesia,South East Asia,,"Off shores of southern Johor state, Malaysia",4,,,AFP,http://bit.ly/2k4794a  http://bit.ly/2lX3GW0,,,,Drowning,13,During migration,11595811.89405,221752.056749443
146750,"January 22, 2017",Verified,U.S./Mexico Border,1,,Reported to be from Honduras or Nicaragua,Central America & Mexico,,"Between 20 de noviembre and Oasis street, Valle de Mexicali, Baja California, Mexico",1,,,La capital mx,http://bit.ly/2j0qhRg,,,,Unknown (skeletal remains),,During migration,-12850358.3363991,3844822.32717143
146751,"January 22, 2017",Partially Verified,U.S./Mexico Border,1,,El Salvador,Central America & Mexico,,"Ejido El porvenir, near Internacional bridge Reynosa - Pharr , Reynosa, Tamaulipas, Mexico",,,20-25,El mañana,http://bit.ly/2jYo0FR,,,,Presumed drowning,,During migration,-10932698.3419034,3007362.04733538
146752,"January 23, 2017",Verified,Mediterranean,10,,Unknown,Unknown,Central Med,"Off the coast of Tripoli, Libya",8,1,,IOM Lybia,,,,,Presumed drowning,,During migration,1473282.38269618,3889649.70848148
147146,"January 25, 2017",Verified,Southeast Asia,8,,Indonesia,South East Asia,,"On shores near Mersing, southern Johor state, Malaysia",13,,,Jakarta Globe,http://bit.ly/2k8hZ76,,,,Drowning,,During migration,11560892.5806925,271208.006546183
147147,"January 26, 2017",Verified,Mediterranean,1,2,Unknown,Unknown,Central Med,"24 miles north of Sabratha, Libya",,,,Reuters,https://yhoo.it/2kiG39M  http://apne.ws/2kitMSw,Taken to Catania,,,Presumed drowning,299,During migration,1396581.15182763,3876257.56796448
147148,"January 26, 2017",Verified,Mediterranean,1,,Congo,Sub-Saharan Africa,Western Med,"Body recovered on coast of Barbate, Cadiz, Spain",1,1,6,AFP,http://bit.ly/2jJ4dZW,,,,Presumed drowning,,During migration,-671454.896363246,4325397.44693179
147149,"January 28, 2017",Verified,Mediterranean,1,1,Nigeria,South East Asia,Central Med,Unspecified location in the Chanel of Sicily,1,,,IOM Rome,,Taken to Lampedusa,,,Unknown,,During migration,1388046.90251057,4470497.11223383
147546,"January 26, 2017",Partially Verified,Mediterranean,2,,Ivory Coast,Sub-Saharan Africa,Central Med,Unspecified location in the Chanel of Sicily,2,2,,IOM Rome,,Taken to Trapani,,,Hypothermia,151,During migration,1361668.68717916,4459246.27803374
147946,"January 15, 2017",Partially Verified,U.S./Mexico Border,1,,Guatemala,Central America & Mexico,Central America to US,"Rio Bravo, ejido Prolongación Argüelles, Reynosa, Tamaulipas, Mexico",1,,33,El mañana,http://bit.ly/2kpLt2R,,,,Drowning,,During migration,-10965081.5076073,3024694.64933386
147947,"January 26, 2017",Partially Verified,U.S./Mexico Border,2,,Unknown,Central America & Mexico,,"Río Bravo, Bodies recovered on Hidalgo County, Texas, US",,,,La Prensa.mx,http://bit.ly/2jYRAHV,Boarder Patrol from Hidalgo County,,,Presumed drowning,,During migration,-10939650.4313428,3011141.20072336
147948,"January 28, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Whitehead Ranch, Maverick, Eagle Pass, Texas, USA",,,,"Zocalo, Maverick County Sheriff",http://bit.ly/2jBYaU0 http://eluni.mx/2kQgARG http://bit.ly/2kvGqgS,,,,Unknown (skeletal remains),,During migration,-11188439.246418,3342833.1351804
147949,"January 29, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Central America to USA,"Railway bridge: Puente Negro, Nuevo Laredo, Tamaulipas, Mexico",1,,,Lider Web Infromativo,http://bit.ly/2jQv6bX,,,,Presumed drowning,,During migration,-11077161.1672545,3185955.97239308
147950,"January 29, 2017",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America & Mexico,Central America to US,"Río Bravo, ejido San Ramón, Rancho las dos cruces, Piedras Negras, Coahuila, Mexico",1,,16-19,Super Channel 12 via Facebook,http://bit.ly/2kZ0JAl http://bit.ly/2kkpHuW http://bit.ly/2kvxbx9,,,,Presumed drowning,,During migration,-11187260.8670464,3332353.40487985
147951,"January 31, 2017",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America & Mexico,Central America to USA,"Río Bravo, International Bridge N° 2, Piedras Negras, Coahuila, Mexico",1,,35-40,Mi Morelia,http://bit.ly/2jzJYzz,,,,Presumed drowning,,During migration,-11188855.9536773,3337256.96998212
147952,"January 31, 2017",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America & Mexico,Central America to USA,"Río Bravo, Las Adjuntas, Rancho Vela, Piedras Negras, Coahuila, Mexico",1,,,Mi Morelia,http://bit.ly/2jzJYzz http://bit.ly/2k2KjcG,,,,Presumed drowning,,During migration,-11188839.5466315,3337107.78556313
148346,"January 30, 2017",Partially Verified,U.S./Mexico Border,1,,El Salvador,Central America & Mexico,,"Río Grande, near Sub-estación de Bombeo Anzaldúas, Reynosa, Tamaulipas, Mexico",1,,40,El mañana,http://bit.ly/2kpLt2R,,,,Drowning,,During migration,-10950364.0359872,3018552.05889587
148746,"February 4, 2017",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America & Mexico,Central America to USA,"Río Bravo, ejido Purísima, Cuidad Acuña, Cohauila, Mexico",1,,30,Zocalo,http://bit.ly/2leDSRH,,,,Drowning,,During migration,-11235575.4753663,3417665.56497859
148747,"February 5, 2017",Partially Verified,Mediterranean,1,,Ethiopia,Horn of Africa,Eastern Mediterranean,"Off the coast of Ayvalik, Turkey",,,,Daily Sabha,http://bit.ly/2lafynZ,,,,Drowning,45,During migration,2971445.9648945,4768592.67728647
149146,"February 4, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Central America to USA,"Río Bravo, Colonia Claudette, Nuevo Laredo, Tamaulipas, Mexico",1,,30-35,Telered Noticias,https://t.co/DabSx6P4Rv,,,,Presumed drowning,,During migration,-11073980.2784836,3183497.3492465
149546,"February 4, 2017",Partially Verified,Europe,1,,Unknown,North Africa,,"A10, near Ventimiglia, Italy",1,,20,Laguria Notizie,http://bit.ly/2jQVCBm,,,,Hit by train,,During migration,847591.140282432,5433162.58023699
149946,"January 1, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Pima County, Arizona, USA",1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,,Unknown (skeletal remains),,During migration,-12578267.563459,3777981.93532719
149947,"January 2, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12572209.55677,3752394.28232562
149948,"January 3, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12434461.2603895,3724051.72082426
149949,"January 4, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12719547.5820043,3980400.1851052
149951,"January 29, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12383569.7740615,3688015.17759363
149952,"February 2, 2017",Verified,Middle East,1,,Somalia,Horn of Africa,Gulf of Aden,"Al-Sudaf, Lahij Governorate, Yemen",,,,UNHCR,http://bit.ly/2kJbHNV,"UNHCR’s Spokesperson, William Spindler, on the death of Eight Somali refugees off Yemen",,,Head trauma (hit by boat propeller),,During migration,5079204.2330351,1409871.21812657
149953,"February 4, 2017",Verified,Mediterranean,,3,Unknown,Sub-Saharan Africa,Central Med,"Off the coast of Tripoli, Libya",,3,3-5,IOM Lybia,http://bit.ly/2kmySwy,IOM Mediterranean Update 07.02.2017,,,Presumed Drowning,,During migration,1467315.70841739,3885690.27126375
149954,"February 5, 2017",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,Central America to USA,"Highway Magdalena to Etzatlán, Jalisco, Mexico",1,,,Ernesto Villalpando Noticias,http://bit.ly/2k7ei4V,,,,Hit by train,,During migration,-11584869.4926751,2368380.01125591
150346,"February 6, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12594115.0061683,3805008.73312627
150347,"January 6, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12594111.6665836,3805008.60140316
150348,"January 6, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12589269.2687341,3803541.2962141
150349,"January 8, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12466074.214663,3722363.61143239
150350,"January 9, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12512511.1402474,3772267.58365822
150351,"January 10, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),,,,Pima County Office of the Medical Examiner,,,,,Unknown (skeletal remains),,During migration,-12481278.2307155,3762975.9046734
150352,"January 18, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,,Unknown (skeletal remains),,During migration,-12599601.9438695,3823052.51549005
150353,"January 18, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,Pima County (see spreadsheet for exact location),1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,,Unknown (skeletal remains),,During migration,-12474860.6620713,3765214.12799783
150354,"January 27, 2017",Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Pima County, Arizona, USA",1,,,Pima County Office of the Medical Examiner,http://www.humaneborders.info/app/map.asp,,,,Unknown (skeletal remains),,During migration,-12400458.8332462,3803914.03259127
150355,"February 2, 2017",Verified,Middle East,7,,Somalia,Horn of Africa,,"Al-Sudaf, Lahij Governorate, Yemen",7,,,UNHCR,http://bit.ly/2kJbHNV,"News comment by UNHCR’s Spokesperson, William Spindler, on the death of Eight Somali refugees off Yemen",,,Drowning,100,During migration,4951312.87024636,1408487.21999928
150356,"February 5, 2017",Partially Verified,Mediterranean,1,,Ethiopia,Horn of Africa,,"Hospital in Vibo Valentia, Italy",1,1,15,Lametino,http://bit.ly/2kQ9Zu3 http://bit.ly/2kTqzZJ,,,,"Undernourished, dehydration",,During migration,1791909.34514461,4674737.62107177
150748,"February 8, 2017",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,,"Rio Bravo, Colonia Viveros, 88070 Nuevo Laredo, Tamaulipas, Mexico",1,,35-40,Lider Web,http://bit.ly/2kJPr5I,,,,Presumed drowning,,During migration,-11074244.1884985,3183184.68672555
151546,"January 30, 2017",Partially Verified,Mediterranean,0,3,Unknown,Sub-Saharan Africa,Western Med,"Gibralter Strait, 16 miles away from Cabo de Gata, Spain",,,,El mundo,http://bit.ly/2lOBodV,None,,,Presumed drowning,0,During migration,-241898.921616348,4371572.92995536
